Prefecture,City,amount_2008,amount_2009,amount_2010,amount_2011,amount_2012,amount_2013,amount_2014,amount_2015,amount_2016,amount_2017,amount_2018,amount_2019,number_2008,number_2009,number_2010,number_2011,number_2012,number_2013,number_2014,number_2015,number_2016,number_2017,number_2018,number_2019
三重県,松阪市,1310,1801,877,1475,2176,5481,40292,129567,123474,269704,673805,1171597,8,8,10,15,28,33,643,4914,4043,7593,18177,30852
三重県,桑名市,3795,353,2817,1433,126,1019,98254,328203,298393,276103,277022,425519,13,6,10,6,5,11,5241,17874,13841,13196,13196,24797
三重県,鈴鹿市,5627,744,1220,240,420,1000,474,1041,162405,221337,137657,174493,15,12,5,2,4,9,13,15,11233,16264,8560,11928
三重県,名張市,1125,2594,1182,11646,2977,2606,28077,65390,61441,36037,52154,198331,10,10,9,9,11,10,1603,2616,1764,1041,2444,9051
三重県,尾鷲市,490,950,315,1810,1630,6467,77831,93688,71014,91339,106554,112730,8,8,5,10,11,485,5168,5301,3336,4511,4971,5615
三重県,亀山市,50,20120,100,735,995,565,675,625,656,1157,5524,2201,1,4,2,6,6,5,10,16,16,18,241,49
三重県,鳥羽市,1851,1605,1532,3942,4250,38007,58406,207123,546615,498841,178520,428265,13,15,14,58,84,763,1199,3048,5248,3917,2044,3970
三重県,熊野市,4230,4224,6495,5700,4650,5199,17667,19969,51288,144776,166049,222563,25,43,44,48,45,75,131,633,2728,6013,6040,6626
三重県,いなべ市,154,140,1090,1030,90,220,1070,2135,19814,14405,22528,23538,4,5,4,2,3,8,23,55,898,597,1009,688
三重県,志摩市,4735,696,2166,1874,2376,1553,8018,673941,786729,361859,100727,374303,12,11,20,9,18,21,55,11634,10391,4843,2427,5298
三重県,伊賀市,11167,2655,12260,11410,2230,2385,18552,31910,63294,101824,108560,221495,19,6,7,7,7,6,49,263,2274,3066,3504,6788
三重県,木曽岬町,0,0,0,0,0,450,200,720,1230,10150,49442,175544,0,0,0,0,0,2,1,10,61,853,4472,12487
三重県,東員町,0,70,0,0,250,200,100,440,860,960,990,1160,0,3,0,0,2,1,1,7,5,7,8,9
三重県,菰野町,365,69,410,250,105,1307,520,1030,1758,1382,1345,1240,4,3,5,4,3,9,6,9,14,14,9,10
三重県,朝日町,0,1146,1320,400,200,1000,14,0,175,115,1753,5293,0,4,3,2,2,1,1,0,3,3,176,500
三重県,川越町,2100,0,0,0,0,10,0,0,990,3560,4060,1190,5,0,0,0,0,1,0,0,99,301,320,107
三重県,多気町,40,15,60,100,200,3851,27056,68241,33578,53181,120873,486857,2,2,2,2,3,208,2625,6646,3292,4066,7696,22520
三重県,明和町,80,60,84,80,150,70,23645,114911,305855,258990,140504,1216666,2,2,3,2,3,4,2295,9015,5351,4551,3943,59483
三重県,大台町,1540,1990,810,1720,2768,2010,2416,12794,23792,17274,17404,23970,6,9,12,17,28,28,39,532,728,500,649,874
三重県,玉城町,2680,5230,4405,11785,18822,106946,109786,114463,103189,89374,95524,85558,67,122,224,380,1486,7768,10704,8919,7776,5318,5554,4577
三重県,度会町,0,0,0,0,2047,320,3070,47830,35628,18554,15969,10697,0,0,0,0,3,2,124,3526,2136,981,975,447
三重県,大紀町,2377,5314,7658,7281,10542,17305,65500,74961,40194,32575,108028,29981,41,68,338,389,646,1660,4973,5401,3012,2530,8386,1780
三重県,南伊勢町,926,875,3030,3148,2698,3428,37883,72460,139332,97872,36538,47564,31,32,64,56,121,169,2486,4034,3028,2172,2391,1431
三重県,紀北町,6822,3170,1600,1355,1090,2000,2210,84669,117221,197560,155752,90705,5,5,3,4,4,8,6,4971,4881,7133,7473,5174
三重県,御浜町,265,205,840,1240,1017,1017,714,23001,38012,52065,70831,70840,7,4,10,18,20,21,20,1989,2045,3644,5407,5263
三重県,紀宝町,0,239,321,1250,160,110,130,28037,35274,17750,27894,50172,0,3,3,9,4,2,3,2364,2782,1425,2065,3845
滋賀県,滋賀県,2269,32795,3444,63127,946,829,1057,663,841,2107,4766,1710,33,44,36,36,21,24,31,24,22,157,119,74
滋賀県,大津市,705,506,927,724,3348,5323,5661,52156,89187,44046,36046,95472,18,11,19,19,86,286,291,1889,3449,1944,1405,3006
滋賀県,彦根市,2892,3380,7816,6114,5885,6412,16185,8657,123139,71540,125433,276244,294,326,935,823,780,773,745,824,1015,2803,3916,7081
滋賀県,長浜市,766,666,1659,1745,1043,6931,17670,15442,66767,54609,57745,72794,13,9,9,6,6,19,30,873,3334,2126,2278,2184
滋賀県,近江八幡市,1435,4900,8443,8280,6130,5100,127067,736207,1460159,1765438,1748227,2367374,15,111,31,20,18,12,2918,13868,23183,29476,37973,57907
滋賀県,草津市,335,746,600,10600,625,1274,120934,88985,84339,126365,294087,356685,7,9,5,3,3,8,5598,3865,2627,3616,12913,16768
滋賀県,守山市,330,315,732,391,330,383,1378,9010,49519,79207,69081,61766,13,13,8,12,11,14,9,478,2032,2953,2415,1682
滋賀県,栗東市,2240,1329,40,100,1899,662,1556,44412,40250,35689,46266,53997,13,13,2,4,38,63,105,1503,1566,1184,1536,1863
滋賀県,甲賀市,1160,663,750,585,615,831,2997,3540,1810,14864,74131,150784,5,9,9,5,8,14,11,14,12,549,2641,5157
滋賀県,野洲市,650,1114,359,637,450,1904,2060,3079,1103,610,450,3458,4,30,12,15,5,6,12,15,9,7,8,7
滋賀県,湖南市,990,2600,1630,8900,5000,2020,1050,67769,74956,72269,160534,114707,6,4,3,6,2,3,4,2984,3081,3007,6896,4927
滋賀県,高島市,11760,6966,9675,9710,8142,24122,17515,271043,398733,453495,491725,592885,58,50,67,96,138,476,653,6248,9116,10660,11710,16054
滋賀県,東近江市,695,1100,690,460,430,311,465,47568,220476,346035,399550,436855,7,10,8,5,5,4,9,2760,5116,7094,9646,8053
滋賀県,米原市,3155,1220,414,815,1771,2211,1395,72045,63338,65380,86340,146315,60,53,33,54,59,58,31,1293,1004,614,1595,3013
滋賀県,日野町,840,6380,4772,2910,7530,3495,925,4355,50527,37456,25113,9517,8,13,7,8,10,9,13,14,452,399,305,131
滋賀県,竜王町,115,220,1105,605,105,105,140,97490,126537,67056,123462,184740,2,3,3,3,2,2,4,2823,3052,1469,3735,5439
滋賀県,愛荘町,1580,456,440,920,600,175,768,1170,16430,76591,49578,63804,6,5,4,5,6,3,13,24,950,2200,1755,1172
滋賀県,豊郷町,765,940,1967,1058,968,1665,985,984,56592,103684,135422,348670,12,19,37,28,28,32,38,55,2375,5731,7085,16234
滋賀県,甲良町,0,1000,0,0,0,0,60281,101801,108955,73789,37473,45327,0,2,0,0,0,0,3590,5382,5272,3235,1423,1752
滋賀県,多賀町,30030,159,120,10100,100,1945,12708,11692,3085,1585,1320,1992,2,3,2,2,1,198,1000,731,160,95,76,104
京都府,京都府,6411,5217,15644,8770,5878,7218,18983,9135,11615,11525,91094,443893,195,135,147,173,346,301,347,510,250,255,1537,5477
京都府,京都市,8828,12289,20156,22568,59528,59685,121149,109599,177161,129372,183795,255006,121,246,1362,2900,1654,1265,1118,1312,1372,1348,1713,2924
京都府,福知山市,4495,5880,390,360,3475,1028,62565,92184,117175,102097,95282,173215,26,18,6,24,28,19,39,140,11099,7855,5802,7356
京都府,舞鶴市,1286,782,913,1529,8802,5721,11994,3218,11593,6378,16526,23336,13,15,22,17,16,22,44,54,51,53,619,620
京都府,綾部市,1176,635,2465,1805,1945,5692,5682,15782,13128,33692,37284,93079,20,8,15,22,27,58,186,179,274,996,1346,910
京都府,宇治市,2575,1390,920,1387,925,1648,1381,37842,63095,77948,70080,65774,29,18,17,16,18,24,25,1403,2607,3058,3410,2275
京都府,宮津市,7382,2639,2685,4587,3584,3432,8912,18480,99899,98040,87316,85481,167,48,38,63,84,129,898,1233,5086,4748,5753,4483
京都府,亀岡市,3830,9811,4483,4703,2657,3873,3349,18762,173904,381609,608436,1099932,77,121,130,71,75,102,121,385,3734,7875,15503,25403
京都府,城陽市,450,390,1099,476,460,923,691,1121,5582,4070,35577,5084,35,35,62,75,88,167,59,50,41,139,887,312
京都府,向日市,662,710,1230,1908,1223,1241,5010,3455,7274,5415,6120,6002,18,12,22,20,17,24,22,64,137,100,133,127
京都府,長岡京市,0,70,180,1060,130,120,1442,607,2462,8203,5338,242961,0,2,3,3,3,4,13,13,32,170,96,7575
京都府,八幡市,350,150,1520,400,0,11,45,230,402,270,180,135,4,2,4,3,0,3,3,4,6,5,3,3
京都府,京田辺市,5161,75,585,1050,45,716,2795,5171,4674,4332,5171,26139,3,4,6,2,3,6,159,425,394,325,266,828
京都府,京丹後市,3884,5835,4457,5902,16815,3891,3776,911184,317118,272031,248982,272766,29,28,26,27,34,45,75,4913,4598,3536,4554,6237
京都府,南丹市,4305,4120,1950,50,576,682,1545,3538,6126,5869,7623,60231,17,7,9,2,6,8,34,94,135,193,297,1593
京都府,木津川市,425,2710,210,130,235,181,483,4209,12282,12048,19800,20040,4,5,3,2,5,6,23,74,316,392,481,592
京都府,大山崎町,0,27,0,20,0,22,10,420,75915,64815,31415,21841,0,3,0,1,0,2,1,5,1558,1555,1635,761
京都府,久御山町,0,0,0,0,0,551,1040,4093,2648,7835,17170,31139,0,0,0,0,0,14,101,729,398,770,1365,2422
京都府,井手町,60,30,30,30,30,135,90,685,42,370,1106,1518,2,1,1,1,1,3,3,4,3,26,64,85
京都府,宇治田原町,364,6522,240,2520,3404,2110,275,755,2440,21585,42775,95106,12,4,3,7,5,4,5,19,113,1151,2684,5889
京都府,笠置町,0,50,30044,33,529,1088,764,959,674,1817,1825,1610,0,2,3,1,3,3,5,4,7,7,8,8
京都府,和束町,230,111,125,332,382,450,540,1106,980,667,1210,745,4,4,6,11,16,15,32,37,40,26,52,41
京都府,精華町,0,0,1210,1020,500,1000,1500,6269,2155,2540,2617,9501,0,0,3,2,2,3,2,148,6,8,21,183
京都府,南山城村,738,520,1457,441,1606,1612,1895,2878,12310,10063,9723,7134,24,20,19,31,32,36,93,48,1076,852,928,538
京都府,京丹波町,170,135,1686,350,370,910,3215,25159,21488,17996,15981,21611,5,4,20,8,8,9,23,1401,1371,1065,919,1117
京都府,伊根町,3266,3836,4199,4579,2855,2630,2620,4103,19527,12350,16883,17805,205,383,276,223,172,121,102,241,1839,823,906,697
京都府,与謝野町,1287,1105,611,850,610,980,1452,4087,35558,46392,17593,40560,11,11,10,11,9,16,28,72,1368,1926,836,1693
大阪府,大阪府,156513,107896,65662,59109,228728,69195,51155,45024,114520,213027,101629,124507,508,1256,409,983,875,716,541,597,1533,2602,1196,1349
大阪府,大阪市,108666,112569,214272,31123,46775,187931,195825,260092,521147,439903,511645,204578,2605,1847,1191,461,359,2773,1438,1485,1172,1710,2784,1912
大阪府,堺市,5390,3273,3478,3856,13934,17585,20358,17647,40139,34701,55707,40992,17,15,36,31,358,429,630,559,690,844,1081,1181
大阪府,岸和田市,3150,415,910,1060,2822,1669,1155,144895,147911,131158,613949,285918,25,11,17,17,27,45,75,3418,3244,2206,24042,6320
大阪府,豊中市,3594,19028,15392,17259,17646,13851,15123,61052,16903,22903,32769,44622,53,556,109,135,142,163,214,325,203,307,404,1285
大阪府,池田市,25559,39143,13238,29598,22060,43318,84307,122531,159006,139268,123247,92691,466,464,453,580,1316,3313,6459,7820,9323,9065,5095,4420
大阪府,吹田市,11400,5280,2227,11535,1819,4094,876,18574,71266,21694,149846,59029,0,23,20,20,22,24,12,43,654,438,21,46
大阪府,泉大津市,12189,775,2167,501,1592,2406,9597,25376,137568,156542,170799,462183,21,15,26,13,21,85,174,457,1748,1705,2153,14369
大阪府,高槻市,0,0,0,0,0,0,0,61159,53429,109166,129678,70474,0,0,0,0,0,0,0,192,1111,2345,3184,1124
大阪府,貝塚市,1554,2064,1120,935,11344,1954,26373,120001,273097,426771,1097931,433705,22,29,30,42,54,63,1274,9634,15791,21099,60384,26305
大阪府,守口市,17923,597,630,600,477,1515,645,1465,11400,20470,16870,29251,573,10,4,2,3,4,5,9,208,381,420,1297
大阪府,枚方市,3567,2015,2520,26940,44685,2029,2903,104290,130469,284048,76777,107613,43,66,23,38,35,61,48,51,4503,5574,3498,4389
大阪府,茨木市,9144,11368,9952,7892,5246,3375,3041,5321,50232,60759,127429,86826,124,200,212,192,120,97,106,210,2816,3897,8743,7031
大阪府,八尾市,915,2201,6785,4775,12656,8037,5029,8514,20428,69619,103360,112547,22,21,17,26,79,102,125,114,538,2031,2905,4397
大阪府,泉佐野市,6941,10255,16577,6331,19021,46049,467566,1150837,3483582,13532509,49752906,18496917,92,176,100,48,468,1989,24274,46939,216651,862082,2502250,307630
大阪府,富田林市,3990,13540,13675,17220,12497,23940,37368,32916,28621,54799,60087,45942,37,22,18,18,30,35,312,765,497,1832,2055,1218
大阪府,寝屋川市,160,13247,9257,4439,1722,2828,2460,1542,1217,2196,4963,12326,7,38,32,100,96,72,79,29,24,88,273,862
大阪府,河内長野市,950,3046,5800,510,440,40745,18028,37716,35240,33676,132099,350623,8,16,18,11,13,1714,1601,2215,2097,1874,5143,11390
大阪府,松原市,900,1998,860,860,817,15496,2174,2625,9937,18785,18988,33457,3,13,9,8,16,33,32,39,485,1061,1116,2111
大阪府,大東市,1014,5496,706,309,147,2135,1673,656886,441299,576961,947488,2490365,30,34,31,27,27,33,73,9255,7808,7853,11387,25516
大阪府,和泉市,0,7598,25758,57768,17981,50911,23632,90673,312492,1688552,1708199,196108,0,91,96,99,66,115,509,1574,8645,25541,36667,5389
大阪府,箕面市,1306,15066,6503,7892,48605,89312,47894,17441,47281,35578,30924,39734,0,61,81,109,131,188,197,394,671,729,775,1023
大阪府,柏原市,490,12061,785,700,1914,20055,14096,326107,126340,45498,54597,173609,7,16,7,3,2,3,715,3344,1949,1336,2107,2610
大阪府,羽曳野市,2690,4025,1731,760,628,653,990,1679,7101,15066,18775,17323,28,27,13,7,8,8,9,59,309,866,822,939
大阪府,門真市,2393,3659,5698,10076,8577,7601,8670,6335,6942,10975,41250,34266,0,41,63,138,135,123,148,169,154,446,1367,847
大阪府,摂津市,2705,1202,1140,940,730,940,3150,4515,2810,3450,3290,3620,51,25,21,18,13,18,20,17,12,17,16,17
大阪府,高石市,290,114,130,30,660,80,355,2415,4026,29046,25730,7536,8,5,4,1,7,2,12,103,254,1735,1433,443
大阪府,藤井寺市,2332,2065,2421,1207,1280,2061,12750,17711,7741,7779,14829,42523,55,44,48,42,35,59,612,801,332,470,1388,5292
大阪府,東大阪市,925,1014,1856,1460,2254,2758,2486,12968,37250,74408,74369,67390,22,22,22,14,34,32,24,123,651,1200,1461,1282
大阪府,泉南市,1791,1770,1617,3293,1583,3592,5671,6220,57239,144143,132625,476056,24,56,75,105,130,117,325,339,4793,12375,9282,42835
大阪府,四條畷市,1258,497,1512,2530,3270,1443,873,10866,1492,4370,1155,7411,25,13,16,18,27,30,55,49,65,94,60,247
大阪府,交野市,370,736,1578,892,460,1592,2303,5713,3428,5126,12720,4737,5,15,38,29,23,42,86,167,124,123,337,170
大阪府,大阪狭山市,302,520,228,260,600,350,293,1079,3481,2380,2907,2540,7,19,3,2,16,3,7,86,37,35,90,107
大阪府,阪南市,0,448,255,1465,327,737,970,12186,2491,38258,510243,256878,0,15,6,7,4,4,63,1146,206,1977,10103,9903
大阪府,島本町,610,1307,351,1805,232,272,389,486,4397,565,534,4823,16,13,7,9,33,20,12,16,20,26,46,182
大阪府,豊能町,421,814,73,496,1568,7242,8934,12502,13839,20880,14699,24488,9,5,2,8,8,427,398,530,862,583,619,584
大阪府,能勢町,0,0,0,0,0,0,50,846,2850,3990,7160,9595,0,0,0,0,0,0,3,30,67,79,406,545
大阪府,忠岡町,66,108,123,100,342,1670,180,848,26611,103377,156027,210875,2,2,4,1,7,4,3,13,517,2201,7251,11308
大阪府,熊取町,100,652,547,130,1892,375,9733,121248,396825,338424,7640427,223041,4,24,12,4,10,6,782,10752,19209,4259,68386,2226
大阪府,田尻町,0,0,20,30,40,20,210,225,5015,4452,3333,2273,0,0,2,3,3,2,2,4,214,162,170,106
大阪府,岬町,2166,2931,6718,5939,5871,2787,5067,85244,257009,994751,876198,6499,7,88,113,100,119,137,302,925,2594,9174,6124,210
大阪府,太子町,190,150,450,250,331,0,250,3417,5570,5260,27850,4202,7,3,3,3,4,0,3,108,88,84,231,54
大阪府,河南町,1720,9,515,10,300,690,595,20171,18087,16892,13204,11155,4,2,6,1,7,5,12,1306,434,374,287,261
大阪府,千早赤阪村,615,441,1660,1395,1540,1410,1925,2257,233597,132502,35860,7187,19,4,14,9,10,9,18,22,3184,1539,999,373
兵庫県,兵庫県,5016,2232,2093,3865,4175,7360,48402,45998,122101,119138,144559,137321,55,21,24,24,22,25,669,1359,1505,1701,1707,1559
兵庫県,神戸市,112842,18332,1156701,83851,94284,95861,227249,155580,183516,545600,423933,654685,215,296,222,221,301,1637,2045,4278,3162,4789,8676,10836
兵庫県,姫路市,2663,42962,39756,8183,6588,5993,8393,84552,9026,7166,113738,24738,12,935,850,267,246,209,174,193,330,193,599,1266
兵庫県,尼崎市,2077,1644,3653,1472,6068,12925,29423,36560,30262,33743,37314,35025,23,43,19,20,32,363,603,893,786,1046,1254,1419
兵庫県,明石市,6974,12049,7481,3495,7235,4079,8476,7987,9113,5407,102826,281108,31,32,15,13,16,18,24,112,461,175,4826,11804
兵庫県,西宮市,5829,20104,4058,9862,17074,12718,6095,37655,56101,53742,52554,55792,83,79,58,52,42,52,57,74,1392,1355,1000,2815
兵庫県,洲本市,12038,11354,23815,11120,10410,23365,30001,414082,752273,925202,1389394,2400638,48,9,16,11,9,629,1148,18932,30516,40331,73480,79404
兵庫県,芦屋市,2144,52142,52122,4002,2985,3632,4967,27795,136877,72356,50699,34310,34,43,24,17,15,19,21,548,1163,1571,1680,776
兵庫県,伊丹市,5374,17663,10001,5819,5990,14097,34938,25273,76107,70075,52019,44186,35,33,31,122,20,34,631,553,1162,660,674,604
兵庫県,相生市,11769,6143,7476,4629,2606,3744,4643,7070,61360,49564,37275,27837,165,121,77,50,39,53,48,55,2792,2433,2154,1267
兵庫県,豊岡市,3654,3680,2667,5593,4750,6041,87542,342123,229043,193655,179628,689833,55,52,38,62,60,62,1176,4520,2622,2703,2975,10933
兵庫県,加古川市,110,310,627,590,1420,1638,365,55022,92133,208873,147301,247565,2,5,5,5,6,8,12,3924,4174,8944,4055,8305
兵庫県,赤穂市,2542,4735,8120,4358,5440,5171,5491,23092,77808,27016,81875,84484,24,13,9,10,15,15,25,375,1414,825,1522,4240
兵庫県,西脇市,7658,9133,8588,9180,9255,14921,13595,95408,158277,184899,166160,370346,158,161,166,178,222,326,318,3614,5006,5800,5464,12010
兵庫県,宝塚市,741,307,287,405,1942,2564,6115,81456,99742,127902,158558,189543,18,12,11,8,16,21,329,1024,2767,3970,4215,4707
兵庫県,三木市,2469,822,1070,15054,12196,30549,30208,75720,169508,173901,258404,403260,29,12,11,363,731,1699,2057,3482,7659,6666,8067,14606
兵庫県,高砂市,0,244,1243,420,2326,4522,11045,17265,24507,41002,55296,121191,0,10,3,30,73,254,919,1094,820,1486,2388,6245
兵庫県,川西市,6881,857,265,1005,6460,3402,13835,137873,135109,127510,116797,136064,24,9,3,5,6,151,227,3556,3139,2515,2046,2212
兵庫県,小野市,310,520,0,0,1330,587,882,27730,187315,198492,197388,269563,8,2,0,0,3,6,14,1271,7132,8484,9439,13070
兵庫県,三田市,655,1255,496,896,1646,1185,148800,208799,229244,184699,85738,77222,12,8,4,5,5,11,10336,14653,11888,9119,3560,3225
兵庫県,加西市,5795,16070,19845,22350,24230,34445,30862,204953,554574,629230,714716,2001811,40,54,80,111,125,187,298,4575,12800,15522,17997,45780
兵庫県,丹波篠山市,5989,10343,6970,17170,4645,8083,24019,60202,142435,238536,137622,122948,219,163,101,37,63,154,359,1642,5164,5004,5612,4911
兵庫県,養父市,180,4105,3270,11775,2935,3485,3305,51033,239647,274166,403026,544498,7,29,16,12,18,30,87,1373,7707,7322,11170,16133
兵庫県,丹波市,6578,5979,4473,5742,11314,5224,16631,143260,321086,133189,121813,202536,74,69,51,49,48,49,200,1223,14164,4916,3312,6955
兵庫県,南あわじ市,34882,37650,11724,7564,3187,4032,6640,492958,439092,340530,360876,485237,334,221,93,43,20,25,52,10821,9740,7842,10333,19707
兵庫県,朝来市,4275,3585,5291,3921,4707,4056,30188,168161,351405,423078,438605,539054,60,29,56,62,38,48,1016,10194,20008,19649,19502,27668
兵庫県,淡路市,29170,12865,28103,20474,57879,87406,287509,470602,383101,270086,233398,514199,455,370,780,880,1852,5377,26629,26558,25819,15037,10333,23373
兵庫県,宍粟市,1342,1330,5860,11240,1660,4137,134104,205551,128218,111403,96791,207368,29,11,7,6,5,10,12837,16518,9150,6587,4614,8942
兵庫県,加東市,2555,12305,7035,1711,4215,7170,10636,9578,11152,29665,31369,104756,10,7,5,8,30,360,761,548,800,1561,1247,5964
兵庫県,たつの市,3353,5253,6304,5412,5531,6051,21326,21314,69488,72478,76905,89720,45,42,42,73,67,81,924,1090,5613,5109,4409,5272
兵庫県,猪名川町,2459,600,160,1235,3026,5195,9691,9450,6429,25988,26960,40486,17,7,3,93,193,328,354,681,511,1263,1651,2029
兵庫県,多可町,1170,630,600,725,1105,2070,30608,126763,77392,96205,93785,81407,26,12,18,24,22,41,2093,7599,4642,5937,6452,5728
兵庫県,稲美町,130,130,215,230,1540,1485,890,22699,64897,63242,33417,102205,2,2,4,3,6,14,20,1839,5487,4476,1828,5360
兵庫県,播磨町,0,0,0,0,1200,1005,1100,1170,1062,1303,1100,280,0,0,0,0,1,2,2,5,4,5,3,3
兵庫県,市川町,2350,2095,1030,1030,1200,1995,167078,364901,229273,234793,250230,321221,4,5,2,2,4,12,7616,12985,6711,5531,7942,9732
兵庫県,福崎町,730,2196,5310,2884,2694,5176,2995,26742,39077,40469,22427,53599,6,14,12,12,28,22,17,702,1030,1143,739,1839
兵庫県,神河町,150,112,0,200,1300,1415,1030,11000,35002,32783,19732,20509,4,3,0,1,4,19,33,1053,3027,2035,1122,1214
兵庫県,太子町,175,10287,735,1355,745,1020,1025,2730,548590,430272,365941,391865,11,21,5,7,11,8,16,14,25378,19885,15286,14544
兵庫県,上郡町,350,1888,1100,1406,1244,2065,12549,85756,138655,75363,147807,246952,7,20,7,17,16,27,636,4830,7988,5688,13644,21427
兵庫県,佐用町,4850,3861,4606,2625,4540,4827,3586,6295,10297,36866,19514,23346,462,151,96,105,102,161,114,293,672,2277,1212,1367
兵庫県,香美町,18650,21529,19140,23870,15000,19600,31661,67216,96098,67105,135521,306621,715,889,1341,1678,1863,2880,2720,6344,5816,3235,5833,14464
兵庫県,新温泉町,1920,885,960,310,800,1590,3050,2670,3695,1925,63110,142025,27,17,8,9,12,23,25,43,43,47,2115,5829
奈良県,奈良県,5356,4227,6246,6498,5905,6948,7431,154416,185752,117277,133433,159648,115,123,147,133,128,148,119,647,632,549,773,524
奈良県,奈良市,2754,913,2363,2872,3225,2101,5899,250127,228456,225230,215221,190334,73,47,27,18,29,32,361,8816,6152,6015,5671,5335
奈良県,大和高田市,210,1790,1106,140,12450,325,5042,9302,2655,4565,20769,23643,9,10,5,3,7,7,39,31,44,49,857,856
