Prefecture,City,amount_2008,amount_2009,amount_2010,amount_2011,amount_2012,amount_2013,amount_2014,amount_2015,amount_2016,amount_2017,amount_2018,amount_2019,number_2008,number_2009,number_2010,number_2011,number_2012,number_2013,number_2014,number_2015,number_2016,number_2017,number_2018,number_2019
福島県,磐梯町,1150,150,100,50,50,60,422,669,1032,3205,24345,89708,4,2,1,1,1,2,6,12,24,106,463,1422
福島県,猪苗代町,8205,10170,10365,8770,11786,1192,11622,21960,38966,100042,102738,90739,7,5,4,47,9,8,18,135,537,1387,1090,668
福島県,会津坂下町,1692,857,1402,925,3613,1488,3249,10039,53989,29968,29630,32571,29,19,21,13,27,20,208,1073,6283,2534,1907,1983
福島県,湯川村,40,30,580,1080,0,460,109487,373938,328252,264044,297884,176931,1,1,3,5,0,4,3633,9773,8104,6354,6596,3089
福島県,柳津町,620,216,174,1250,777,931,415,400,1246,1615,799,735,10,7,6,8,10,12,8,6,24,17,19,25
福島県,三島町,4,1,3,12,14,2,3,13367,13496,11447,7587,6138,14,11,20,55,20,14,28,27,109,269,248,245
福島県,金山町,2090,1382,1865,2389,1960,4974,3148,2177,2704,3581,5600,5930,23,28,33,33,48,64,80,64,62,98,339,351
福島県,昭和村,628,556,440,468,620,411,940,1359,1233,11855,1477,1352,14,11,8,9,11,11,29,28,16,438,34,71
福島県,会津美里町,1284,1435,962,1465,815,801,2331,3979,65968,23808,32001,21607,19,28,16,24,18,21,42,76,3063,2005,1847,1113
福島県,西郷村,1550,1500,1500,1970,900,1950,790,510,12599,23510,35719,37522,4,3,3,11,4,6,10,8,450,1098,2012,2542
福島県,泉崎村,3109,1394,635,863,565,920,1224,3865,4013,2547,2495,3384,100,53,23,30,25,53,55,485,404,185,172,242
福島県,中島村,80,200,300,2510,670,1380,690,582,590,582701,1110511,1168,2,1,2,4,5,6,8,10,6,27453,47608,54
福島県,矢吹町,868,481,345,1007,830,1320,520,18351,11416,9589,19207,21610,11,14,9,15,11,8,9,548,393,303,706,742
福島県,棚倉町,2228,11085,635,5682,5790,5857,6451,8965,6660,10589,40802,98721,21,27,30,23,25,37,40,44,34,326,2107,4758
福島県,矢祭町,3460,4030,1998,2958,3280,3390,3250,4165,4870,5680,5800,17013,36,23,11,21,17,19,21,43,49,44,35,287
福島県,塙町,1890,2030,4930,1482,2220,2470,2945,21188,9452,13430,11393,9263,11,10,17,14,8,13,15,836,348,347,373,325
福島県,鮫川村,4442,2397,3284,1689,1453,930,1690,2895,2495,2990,3510,1006,25,22,15,30,14,9,20,42,35,33,31,27
福島県,石川町,3418,175,865,2460,1873,2632,1427,10123,12059,11486,14917,10419,23,6,5,12,13,21,29,131,232,134,331,272
福島県,玉川村,230,406,345,520,660,650,1093,24143,14734,8522,25604,49251,3,4,9,12,6,4,48,1157,685,363,1069,2677
福島県,平田村,1280,2165,710,2872,1020,1960,2480,3635,825,776,2981,1800,7,9,5,12,9,10,16,25,22,17,12,15
福島県,浅川町,1805,1000,2780,2965,790,1020,80,315,690,2205,2107,1313,4,1,3,11,5,2,3,8,30,53,52,47
福島県,古殿町,800,880,700,358,330,700,995,1324,530,1959,1891,4181,12,7,5,3,2,7,5,13,9,90,79,144
福島県,三春町,95,1201,502,1470,3235,4885,5014,11688,11895,9853,5117,7425,11,8,10,28,25,25,34,49,67,75,80,84
福島県,小野町,1024,310,460,1080,310,855,1158,1703,1684,11179,14631,13972,31,11,13,27,10,12,21,28,32,766,929,700
福島県,広野町,130,1020,2300,4100,910,660,1428,23583,62843,4816,19373,52840,5,2,2,33,12,14,16,722,1650,113,1852,4266
福島県,楢葉町,255,230,95,480,540,730,600,1715,5060,3858,5915,21754,6,3,3,5,4,5,8,32,96,212,504,720
福島県,富岡町,30,50,30,450,1080,5475,23279,7238,5408,3080,6608,3727,1,2,1,11,15,13,21,69,54,62,56,54
福島県,川内村,1113,986,2280,2730,5345,9147,15300,12957,18852,22508,22373,7940,3,5,8,15,44,63,70,103,91,83,84,77
福島県,大熊町,340,501,350,2852,745,842,783,1684,1737,2701,266,3241,6,11,3,17,32,34,31,51,32,82,62,73
福島県,双葉町,1575,2025,670,3230,7877,13839,5870,16196,5407,4796,3686,4000,16,37,11,41,93,64,81,116,95,95,98,91
福島県,浪江町,735,695,693,7844,12920,14452,11012,17083,8923,14583,10692,24729,14,21,24,139,93,124,152,248,187,219,227,712
福島県,葛尾村,460,380,290,1575,1183,2527,1955,2577,1770,1460,1771,7797,7,7,6,24,28,46,48,50,55,45,40,262
福島県,新地町,1762,2250,2800,3955,2377,2107,2775,2563,1975,3250,1250,2030,6,6,7,33,27,19,38,42,36,28,23,31
福島県,飯舘村,0,0,0,370,1230,1920,2259,368488,240621,202039,103722,28215,0,0,0,11,6,10,19,9589,6224,4257,3297,842
茨城県,茨城県,34002,2426,25003,128844,14765,8320,6794,33394,4311,7187,54597,43653,100,42,137,324,54,55,146,162,98,440,2403,1696
茨城県,水戸市,13485,1347,2372,8392,2840,5476,5481,202494,186069,181498,312207,190376,9,32,13,39,17,21,50,4099,5255,4372,7222,7478
茨城県,日立市,120,2780,1330,3438,2427,862,738,814008,1347190,1798019,1099045,2971601,5,36,8,34,15,10,40,9566,18046,19657,9822,22682
茨城県,土浦市,2630,2396,1967,1230,3233,1550,1060,234923,375870,314850,120989,419955,18,13,9,8,10,13,13,19835,28082,23582,8761,35381
茨城県,古河市,11605,1005,4951,10615,5320,5364,80,160820,502303,358575,265237,325522,12,2,9,10,9,13,12,10134,23957,11961,10753,18547
茨城県,石岡市,90,40,10150,1229,798,35301,229656,285195,373966,248795,123112,153144,3,3,3,7,23,3078,21715,27376,26527,19541,8489,10890
茨城県,結城市,310,310,520,150,550,200,840,952,25592,14970,8743,17799,3,2,3,3,5,4,14,31,1989,972,527,1021
茨城県,龍ケ崎市,275,207,288,80,240,654,1563,142980,247239,182431,146419,167794,11,9,15,8,10,49,114,4006,5312,3913,2899,2481
茨城県,下妻市,2630,2675,3680,4793,4915,6155,4894,13701,11529,14259,22019,63296,20,18,20,31,45,62,142,683,695,1218,1746,5647
茨城県,常総市,10,0,0,590,61,101,1290,123341,23380,32300,62582,203080,1,0,0,4,1,3,16,4100,554,1153,2756,10862
茨城県,常陸太田市,2660,1582,2755,6557,3470,2649,2874,44713,24051,25254,24605,37381,26,21,19,27,13,14,34,1467,806,568,718,1367
茨城県,高萩市,210,808,900,3610,550,550,370,1133,4507,4204,5651,13829,3,10,5,23,8,7,8,31,207,230,329,680
茨城県,北茨城市,135,183,527,5275,1402,1348,2463,4666,108630,28669,147373,138789,2,9,15,81,29,31,38,260,662,2592,11599,8398
茨城県,笠間市,2770,3982,4980,4530,2720,3985,17485,21111,17542,20732,58800,102870,23,18,13,22,33,15,727,963,914,1079,3463,6925
茨城県,取手市,10315,1089,395,791,1510,525,10255,11085,84800,39307,41755,174976,15,24,14,14,9,16,10,257,5463,3278,3521,14083
茨城県,牛久市,1111,4022,4990,1352,100438,1065,740,35155,30994,35856,67045,55920,18,19,30,32,14,4,7,2878,2639,1945,5262,4222
茨城県,つくば市,0,2541,1295,406,23253,30190,3295,2656,8116,40216,41130,107102,0,26,15,6,11,9,11,15,204,1401,2094,8109
茨城県,ひたちなか市,475,62,370,11700,1010,762,383,803,840,950,865,620,9,3,5,39,11,11,14,23,20,18,14,14
茨城県,鹿嶋市,500,250,340,738,480,470,1402,26055,95957,193521,146901,78526,1,2,5,12,5,5,9,1807,5115,9218,7929,4346
茨城県,潮来市,445,905,690,515,100,100,340,15836,35650,57440,87285,130075,8,15,11,8,2,2,7,504,1607,2456,5900,10663
茨城県,守谷市,170,100,20,205,2280,50,1210,380,616032,1198724,1206873,1500325,8,4,3,3,5,4,11,6,15821,28295,24251,56041
茨城県,常陸大宮市,120,1569,2195,3055,3623,3992,60594,185398,155030,126168,48831,101371,3,4,10,15,12,17,5233,17003,14909,11338,3402,8067
茨城県,那珂市,14220,250,130,460,320,3240,2742,34747,33971,21084,19986,30944,9,5,3,6,7,13,16,1517,1139,755,634,1126
茨城県,筑西市,88,70,150,625,680,910,17985,80972,130674,120831,67690,152128,7,2,3,8,5,9,1604,6072,7254,6584,3428,9457
茨城県,坂東市,113,131,0,60,275,218,9615,62095,134944,56754,15314,21316,3,3,0,1,4,1,728,5021,10939,4292,1026,1231
茨城県,稲敷市,203,5044,1035,1035,95,15,1087,50760,152338,728449,996552,437483,1,3,2,2,2,2,7,3562,10524,57623,78456,27559
茨城県,かすみがうら市,1200,1164,1010,1850,1400,2021,2260,14350,6470,17462,18251,15812,2,5,3,7,7,13,16,853,292,930,1359,1212
茨城県,桜川市,205,277,165,485,460,330,400,13888,12603,14760,19396,22031,3,5,2,7,7,5,8,255,115,88,151,192
茨城県,神栖市,0,50,0,30,0,170,30,29067,29052,25494,116776,269876,0,1,0,1,0,1,1,2717,2145,1736,4680,13580
茨城県,行方市,586,446,413,1280,465,823,21958,113218,161890,155035,224697,192148,24,23,21,15,45,94,2082,10749,12296,9731,10121,9957
茨城県,鉾田市,40,220,625,991,140,845,255,6215,49989,47612,50058,120578,2,3,5,16,6,8,18,463,2965,2206,2387,6803
茨城県,つくばみらい市,670,311,3140,30,81,179,1778,43097,33930,16337,1026975,8125,3,6,3,1,3,3,7,1519,1348,687,15659,278
茨城県,小美玉市,10030,700,1231,2251,2561,857,58958,112069,186062,190618,165171,112248,2,4,7,13,11,7,5156,9726,16249,16435,12045,7057
茨城県,茨城町,20,20,105,184,200,300,630,13072,30699,44691,38382,42869,1,1,6,13,17,5,54,1109,3515,5260,2954,2871
茨城県,大洗町,1577,1471,2501,1994,2871,3738,7631,202646,172317,91896,79504,62451,57,67,85,87,117,207,202,7266,4732,2714,3180,2382
茨城県,城里町,98,622,708,952,1282,967,3624,23684,53816,6762,6673,5101,2,6,11,17,25,20,75,1666,4199,239,169,127
茨城県,東海村,0,0,0,20,540,638,600,670,800,500,500,32382,0,0,0,2,3,2,2,4,2,1,1,2871
茨城県,大子町,100755,1670,710,1180,1059,1195,2772,23782,39187,51700,48749,70844,11,8,8,23,19,25,118,868,1661,1762,1442,2716
茨城県,美浦村,0,79,295,320,183,480,375,23803,17538,12285,23766,41018,0,5,18,8,17,20,38,1128,624,477,1534,2056
茨城県,阿見町,15315,3997,2584,431,698,278,320,631,728,530,10350,7493,1099,163,37,14,10,11,3,14,13,15,8,504
茨城県,河内町,209,15,1040,45,50,87,55,6668,54326,253057,471606,74140,20,3,8,9,9,14,8,556,4822,23169,36264,4723
茨城県,八千代町,100,250,60,50,105,50,830,9421,15411,20160,41145,147073,1,3,1,1,2,1,5,683,1364,1750,3758,11577
茨城県,五霞町,6000,155,0,0,155,100,550,2217,5975,26380,23535,47940,1,7,0,0,2,3,11,133,481,2433,2202,4369
茨城県,境町,80,5,75,55,21,65,31421,859738,1721150,2162477,6082537,3066015,2,1,6,4,4,7,2100,56548,79347,120458,180007,185743
茨城県,利根町,140,130,50,30,220,99,339,580,1792,1732,3699,11166,4,4,3,3,3,8,22,13,107,77,281,483
栃木県,栃木県,224204,9074,9370,49819,157236,33794,19634,24543,20426,23217,17705,24625,30,96,60,68,127,58,73,69,74,62,114,1269
栃木県,宇都宮市,590,5955,9585,8926,8299,11115,40879,49724,49803,48382,54815,124919,36,35,47,43,60,92,92,1452,1501,1141,1370,2936
栃木県,足利市,5830,5440,5989,5130,4187,7570,8217,7977,9805,6211,11444,28853,40,21,35,25,23,41,42,50,53,64,85,524
栃木県,栃木市,305,230,290,190,220,780,25731,88730,97400,106949,133226,336583,10,7,4,4,4,7,1524,4019,3563,3226,5051,12067
栃木県,佐野市,2383,2425,2635,4339,3607,9438,44885,25139,17158,17754,15078,103548,16,14,20,20,29,64,71,428,422,428,1267,9310
栃木県,鹿沼市,2710,1530,1395,3393,1649,1402,8267,12054,35879,48167,33012,28607,5,6,26,24,34,22,638,796,1336,1607,973,769
栃木県,日光市,1415,5632,3422,5557,2001,8724,4663,11897,114335,103659,66901,298289,11,18,13,16,15,37,47,233,1696,1562,1370,2867
栃木県,小山市,3880,3554,2865,1804,3274,1336,3648,115410,41760,51826,51914,243309,306,200,152,121,106,106,275,2546,1021,1090,1433,11246
栃木県,真岡市,130,110,80,180,90,118,1562,24514,14371,8512,10797,6959,2,3,2,3,3,8,282,1165,597,318,563,406
栃木県,大田原市,7050,2049,1038,2200,900,2820,225209,259657,149849,88397,83428,104523,5,4,2,4,3,5,3656,3752,2064,1244,1383,2883
栃木県,矢板市,320,126,35,45,260,300,205,58396,175019,157488,385814,66292,5,3,1,2,3,4,4,2255,3411,2183,4587,4764
栃木県,那須塩原市,1280,1034,1260,2320,1075,2342,18074,136995,225601,228857,245530,447217,10,14,11,17,12,11,340,6605,12124,8593,8834,21745
栃木県,さくら市,180,1126,1330,560,863,1065,1644,10579,13147,28528,28745,39407,5,8,5,21,12,10,27,59,541,1041,2161,2626
栃木県,那須烏山市,890,850,1885,2510,3181,4820,2630,2480,19915,13544,7100,9841,9,6,16,16,9,13,23,28,532,464,351,357
栃木県,下野市,3000,827,4400,1800,1530,2030,2120,2270,2360,2585,4740,7420,3,4,6,3,4,3,7,8,33,38,181,532
栃木県,上三川町,100,7870,1250,0,100,8600,1760,3875,10932,5875,8690,23035,1,2,3,0,1,2,6,36,27,463,596,962
栃木県,益子町,261,1145,2180,880,455,380,1333,38371,37783,30401,36906,35768,13,6,4,3,15,8,9,2029,2390,1835,2170,2170
栃木県,茂木町,1230,2520,1450,2705,3260,2760,9200,39149,24715,40980,38780,29054,24,10,8,13,14,12,624,2310,1002,1261,1449,945
栃木県,市貝町,1290,60,260,444,280,750,72,1641,6225,6340,4895,7575,26,2,3,6,3,5,3,37,343,274,221,447
栃木県,芳賀町,30,20,100,200,0,50,970,2315,2740,1675,1250,1268,3,2,1,1,0,3,86,60,28,17,12,12
栃木県,壬生町,178,0,0,0,10,10,80,82211,109272,142270,113648,54758,1,0,0,0,1,1,3,7994,9309,9440,5352,2215
栃木県,野木町,0,0,0,0,0,65,637,619,3709,21339,34544,20541,0,0,0,0,0,6,46,34,325,946,1469,1799
栃木県,塩谷町,489,1410,910,2153,820,20,250,1324,1377,6976,7527,8110,12,6,6,7,3,1,9,25,28,363,298,285
栃木県,高根沢町,100,0,0,100,50,10,930,5500,5065,3750,2147,2298,1,0,0,2,1,1,44,232,317,214,168,143
栃木県,那須町,6583,7263,4845,8708,2170,4995,3815,160651,203898,290018,166665,301858,15,13,14,24,21,28,49,3752,4808,5549,3628,6425
栃木県,那珂川町,390,410,100,50,30,145,4971,38736,25970,22915,23019,21786,7,3,1,1,1,4,85,2592,1671,1345,738,680
群馬県,群馬県,1788,2145,1966,2007,584,864,1841,3919,3640,7131,107410,10756,88,32,32,26,25,26,144,344,298,524,516,677
群馬県,前橋市,1740,110,585,80,3163,4725,23446,91795,276446,166302,114771,222125,8,9,6,3,17,20,335,2070,4293,2789,3468,7990
群馬県,高崎市,1288,1075,10581,2962,1656,314431,563,103899,116490,127753,118039,147932,21,22,10,6,9,17,14,6683,7686,8969,8199,9937
群馬県,桐生市,1980,2147,17177,1817,4767,3549,8369,3983,4101,3968,29626,17547,17,16,18,17,28,29,54,64,69,71,96,79
群馬県,伊勢崎市,1280,1000,1130,1256,1330,945,2110,3140,3708,1213,2735,8851,30,37,29,32,29,21,47,41,43,65,118,448
群馬県,太田市,2410,4100,9442,9470,9520,23480,12570,60501,91856,49979,49700,65126,9,2,5,4,6,6,7,2353,4287,671,570,795
群馬県,沼田市,3676,3677,4562,1633,6661,17692,13398,16992,74432,27482,33748,47350,29,23,34,19,23,20,754,654,1019,1132,1393,2051
群馬県,館林市,142,1264,394,1050,2050,2410,3564,31826,77914,76110,59435,100494,4,12,7,2,4,5,10,1257,1244,903,636,787
群馬県,渋川市,690,8060,4280,5268,8240,10703,9249,12377,215788,237475,170160,210476,19,4,8,18,57,238,327,306,2837,2939,2596,2526
群馬県,藤岡市,170,140,695,225,650,760,7765,24730,30030,23100,24890,23197,5,3,7,3,6,5,35,131,273,256,364,615
群馬県,富岡市,13585,4047,22790,24090,17380,20415,79539,245449,167170,167042,147570,186405,26,13,14,11,11,119,544,2054,2466,2677,2573,4229
群馬県,安中市,225,700,50,30,660,330,370,918,22372,66079,58220,148970,8,1,3,2,8,12,13,44,339,1381,1832,4517
群馬県,みどり市,870,20620,12520,10250,11600,11605,11415,19070,11950,12490,2500,30155,9,7,10,5,4,7,6,30,53,118,130,178
群馬県,榛東村,0,0,1170,445,1315,725,89169,331541,532132,605605,220605,420496,0,0,5,16,15,31,8508,32936,56094,74897,19797,40790
群馬県,吉岡町,750,10,1500,13300,2810,4830,2785,2538,4069,7128,7637,4566,1,1,2,7,7,15,23,28,27,550,356,225
群馬県,上野村,0,1020,1920,1155,960,1692,2675,2476,1975,1945,2745,2539,0,35,85,78,84,154,171,120,94,81,97,77
群馬県,神流町,120,461,190,152,236,734,230,280,2468,4249,5210,7933,8,13,7,6,8,51,9,12,89,141,136,153
群馬県,下仁田町,0,374,629,1740,3054,1310,10668,77263,110658,83435,67931,58362,0,13,13,12,17,16,31,4304,6161,4704,3776,3338
群馬県,南牧村,680,480,760,420,440,1560,832,1172,1005,1590,3755,2315,7,9,8,6,6,12,24,32,31,32,33,40
群馬県,甘楽町,1325,1315,3767,9307,9495,9284,9385,9205,43641,39730,29799,21172,32,33,26,27,50,70,70,71,872,744,498,1023
群馬県,中之条町,1285,1465,6373,3692,1573,72494,221640,634200,885393,741514,271427,743160,5,10,28,12,10,898,2819,7478,10008,6894,1959,3227
群馬県,長野原町,510,1341,1260,160,150,80,10284,73453,60527,58335,199542,37213,7,7,4,3,2,2,300,2188,2019,1387,3248,1521
群馬県,嬬恋村,3620,3768,6029,640,2594,5410,5995,38523,101357,139734,78595,236438,213,207,183,31,164,166,170,986,2745,2669,993,1840
群馬県,草津町,40160,1630,4320,3192,2722,3471,184370,869324,1325813,1395871,647434,955968,8,17,63,39,49,90,2561,10576,14890,14891,7286,9045
群馬県,高山村,0,1160,50,60,195,3110,718,1292,2871,4479,3198,3370,0,4,1,2,4,4,16,31,57,60,53,61
群馬県,東吾妻町,253,100,80,50,40,2240,195,166,6650,10865,8359,8306,7,3,2,3,2,5,9,8,190,231,203,251
群馬県,片品村,3839,2437,2593,2090,1652,2283,3057,34249,57000,52286,50279,52834,148,91,118,75,81,118,202,1523,2059,1546,1489,1584
群馬県,川場村,364,350,575,490,1600,1145,700,15514,18062,28353,41536,56619,9,7,16,4,14,20,13,349,414,759,1332,2140
群馬県,昭和村,130,240,440,185,3162,125,275,1395,167942,182427,127925,534515,2,4,7,4,4,5,12,17,5375,4862,5244,13198
群馬県,みなかみ町,410,852,975,352,4215,5025,4932,195425,381740,466334,246726,349831,4,10,10,6,3,6,16,4728,7696,7583,3017,4142
群馬県,玉村町,0,1040,2020,4040,1040,1232,3547,23140,18970,26206,54594,81902,0,3,3,4,3,5,143,1051,1057,1289,3274,5329
群馬県,板倉町,0,800,600,690,840,1370,2180,2455,14302,16260,16517,13309,0,37,29,34,40,43,92,79,714,803,798,631
群馬県,明和町,0,0,2050,2000,12651,1150,1255,1475,9970,4775,7820,9675,0,0,3,6,2,5,23,38,663,234,566,687
群馬県,千代田町,60,1160,160,80,0,240,665,745,25972,40553,50997,95814,2,3,2,1,0,3,6,13,750,1250,1334,2858
群馬県,大泉町,0,0,0,0,0,0,30,250,260,270,270,12792,0,0,0,0,0,0,1,12,13,13,14,386
群馬県,邑楽町,0,7,0,241,130,187,396,675,747,870,1560,10597,0,1,0,6,4,7,19,27,27,28,60,369
埼玉県,埼玉県,17379,16206,13351,9336,11081,12727,10325,20050,21386,9850,18650,32075,246,274,220,186,272,296,253,135,298,281,454,1073
埼玉県,さいたま市,11654,2741,4976,5054,1610,2611,4598,5787,24919,12200,10522,23704,30,33,25,32,35,60,50,275,361,239,262,744
埼玉県,川越市,335,795,1365,1963,1521,30507,420,3572,48204,22125,37284,37228,3,9,7,13,18,8,7,121,698,540,843,1002
埼玉県,熊谷市,0,0,0,0,0,0,816,50898,29347,17261,25493,23500,0,0,0,0,0,0,65,1927,1202,731,760,859
埼玉県,川口市,4130,9112,6574,3272,3030,3112,5768,5198,13774,9936,2172,12332,39,44,34,36,27,42,56,46,42,62,58,168
埼玉県,行田市,30,130,30,40,55,65,75,2500,37715,40531,21674,27151,1,2,1,2,3,3,4,173,1570,1623,1039,1178
埼玉県,秩父市,974,639,726,971,1305,2125,1126,125446,214960,146936,382313,520498,17,15,21,14,16,21,30,678,1774,1925,4099,9043
埼玉県,所沢市,4200,3184,1559,1610,3820,105382,4200,36953,35078,48511,1801,43391,3,7,4,5,3,10,9,376,401,47,30,100
埼玉県,飯能市,50,246,5050,1580,5380,5430,2470,3971,167510,250895,229371,298027,1,7,2,3,7,6,8,46,7440,10723,8597,11421
埼玉県,加須市,0,0,2227,690,192,1323,811,12811,7750,7904,6599,18456,0,0,13,13,8,20,15,47,259,241,344,429
埼玉県,本庄市,1001,1781,1568,10599,1347,4530,6883,8930,10567,7726,5452,10528,7,6,6,7,8,4,11,214,156,159,173,355
埼玉県,東松山市,900,390,465,260,10058,1590,1018,14598,14372,6968,4938,20638,2,2,3,2,51,39,43,65,40,188,172,648
埼玉県,春日部市,0,3052,2141,1071,2150,52124,2166,19008,69123,109228,18460,22926,0,5,5,4,5,7,8,1437,3582,3194,991,1498
埼玉県,狭山市,758,320,1828,3260,1605,1816,2150,4356,18248,17237,15882,36493,12,15,9,17,14,11,11,15,480,447,505,1464
埼玉県,羽生市,160,497,1012,1025,2135,2245,22006,27767,18743,11565,8772,47992,11,33,57,58,72,136,1934,2602,1748,947,477,2407
埼玉県,鴻巣市,117,216,2403,946,2296,2381,809,11695,22549,43502,37445,72958,2,3,25,13,18,17,95,701,829,1689,1732,2914
埼玉県,深谷市,0,0,0,0,0,0,2295,173075,296013,259549,277533,430462,0,0,0,0,0,0,132,3066,10968,11573,11722,14115
埼玉県,上尾市,0,0,0,0,0,0,0,79865,110971,8246,6341,19931,0,0,0,0,0,0,0,1080,1347,379,248,301
埼玉県,草加市,0,20,0,50,130,190,0,45970,76715,48887,37260,25795,0,1,0,2,5,10,0,1976,2632,1346,1396,830
埼玉県,越谷市,100,300,10110,11252,690,2215,710,7017,6270,3890,6675,5951,1,7,3,4,9,6,4,427,299,222,223,197
埼玉県,蕨市,1010,574,195,100183,120,223,10152,175,18144,15362,31347,15313,2,11,3,8,5,7,7,7,531,402,257,233
埼玉県,戸田市,635,180,291,180,230,85,191,50484,213701,29683,22947,14149,3,3,7,3,6,4,10,21,1640,4222,2814,1026
埼玉県,入間市,2797,1585,1870,710,8904,3169,356,16549,1971,4021,11791,13192,9,8,8,5,10,6,8,239,97,118,81,122
埼玉県,朝霞市,100,50,300,260,280,350,480,550,755,40285,62631,11963,1,4,28,25,22,22,43,13,15,1224,985,304
埼玉県,志木市,1960,1455,1785,917,850,936,654,10083,5727,1954,11587,7916,20,22,10,12,10,14,8,123,122,86,575,496
埼玉県,和光市,79,82,10177,1,1882,1578,2350,10354,22673,12597,9627,9441,4,3,12,1,23,14,29,620,677,608,356,338
埼玉県,新座市,2223,2853,3921,5702,23866,2735,2515,451,2941,10080,9393,32475,4,13,22,24,10,9,7,12,19,310,308,213
埼玉県,桶川市,106,40,43,52,20,30,1170,330,4173,2685,5851,13359,3,2,3,2,1,1,5,8,122,69,261,471
埼玉県,久喜市,2033,300,317,180,365,1450,3341,6702,3821,3445,7341,6400,36,26,3,4,4,4,234,656,287,245,619,558
埼玉県,北本市,180,214,155,1728,1720,1660,2430,2979,2948,23735,160289,247849,6,8,2,5,5,3,53,50,40,339,1477,2001
埼玉県,八潮市,300,2400,1763,1425,1500,2600,1630,2160,12925,13080,14011,2650,1,4,4,4,2,4,4,5,471,439,520,99
埼玉県,富士見市,0,240,450,130,41,3798,1815,17192,41622,17355,15325,8941,0,20,42,5,4,159,173,1214,815,812,933,413
埼玉県,三郷市,0,50,70,60,93,240,460,1870,3360,4750,3460,2976,0,2,3,2,3,4,6,73,135,218,121,134
埼玉県,蓮田市,13,0,70,70,150,150,100,9148,9250,8140,23516,9249,2,0,2,2,8,3,2,747,763,667,1452,313
埼玉県,坂戸市,30,493,90,59,1299,425,2710,56875,100995,75723,46074,31646,3,14,4,3,8,23,130,2558,3797,2861,1696,1175
埼玉県,幸手市,2631,3158,4088,3007,8752,25502,47870,30522,10047,6230,12731,5594,111,156,243,241,703,2067,4715,2891,871,498,135,264
埼玉県,鶴ヶ島市,0,0,0,0,0,0,135469,275146,309521,204284,140080,189283,0,0,0,0,0,0,8629,12337,11588,6915,4355,4887
埼玉県,日高市,0,0,3382,10576,730,894,1468,45447,100606,164552,138307,186256,0,0,21,18,13,30,27,2698,4039,7719,8183,7066
埼玉県,吉川市,0,0,580,5,330,1500,110,8642,34160,13155,13260,17534,0,0,3,1,2,5,3,376,1478,687,726,925
埼玉県,ふじみ野市,0,0,0,0,1000,167,0,1550,1874,2455,7790,6079,0,0,0,0,1,1,0,2,133,164,518,388
埼玉県,白岡市,50,50,82,50,50,100,500,63638,92559,69034,43252,23592,1,1,2,1,1,2,4,4059,5827,5192,3186,1501
埼玉県,伊奈町,1000,1140,200,100,100,100,300,5781,4652,7918,5546,6205,1,4,3,1,1,1,4,678,434,495,154,90
埼玉県,三芳町,1000,1050,0,40,30,30,5,5845,132880,209268,227041,218749,1,2,0,2,1,1,1,392,3119,3616,4928,7631
埼玉県,毛呂山町,60,35,100,1050,340,71,67,1148,9505,8340,8455,11960,2,2,3,4,4,4,5,93,531,507,469,906
埼玉県,越生町,0,0,0,0,0,0,818,2347,5973,6927,8192,8893,0,0,0,0,0,0,13,122,370,428,443,815
埼玉県,滑川町,0,0,0,164,100,100,150,100,2200,65,25,22,0,0,0,2,2,2,3,2,4,3,3,3
埼玉県,嵐山町,0,0,0,0,0,200,200,930,4240,2530,2449,4709,0,0,0,0,0,1,1,16,100,89,92,246
埼玉県,小川町,640,1700,1710,1400,7710,1092,940,1120,2098,3116,5040,6337,8,11,9,20,19,14,13,21,120,227,287,398
埼玉県,川島町,0,0,0,0,0,0,230,1611,21292,13999,13971,32619,0,0,0,0,0,0,21,71,953,703,781,1599
埼玉県,吉見町,101,1070,0,0,20,2031,340,140,265,147,217,6562,2,3,0,0,1,3,4,4,8,4,10,488
埼玉県,鳩山町,0,69,1228,1420,500,500,500,3370,6476,4425,5853,17427,0,3,2,4,1,1,1,73,267,148,244,654
埼玉県,ときがわ町,100,350,350,500,600,380,880,1900,3150,2516,2485,2775,3,2,2,6,2,5,38,119,247,161,142,146
埼玉県,横瀬町,120,308,90,40,90,150,150,310,5240,7386,8625,29574,3,4,8,4,9,13,11,18,342,581,665,1032
埼玉県,皆野町,50,50,150,120,370,135,995,2500,1540,6031,8025,6682,1,1,2,2,4,3,8,8,9,577,571,300
埼玉県,長瀞町,490,460,640,730,510,370,500,880,13570,19029,9655,9864,8,10,7,9,6,12,15,36,365,412,198,197
埼玉県,小鹿野町,50,134,90,160,110,2740,1404,1796,2560,4367,2474,4845,1,5,3,3,2,9,20,30,52,49,59,170
埼玉県,東秩父村,100,500,30,0,0,0,150,160,13542,647,952,1273,1,1,1,0,0,0,5,3,12,17,33,54
埼玉県,美里町,0,70,10090,10030,30,130,655,29017,37350,41348,27244,35489,0,3,5,2,1,6,32,2099,2128,2245,1460,1726
埼玉県,神川町,679,298,733,480,280,522,1050,1150,3580,5390,8875,5554,14,7,22,12,11,21,27,38,170,422,487,356
埼玉県,上里町,0,0,58,100,0,0,3,5020,165,11105,1510,7088,0,0,1,1,0,0,1,2,80,38,49,411
埼玉県,寄居町,134,126,236,120,220,420,870,1140,1640,3226,8190,10885,1,1,3,1,2,6,15,18,35,90,188,174
